"id","tipo","rol","empleado","razon","monto","calculo_id","created_at","updated_at"
"59414","CARGO","EJECUTIVO","6069","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59415","CARGO","EJECUTIVO","3296","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59416","CARGO","EJECUTIVO","5582","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59417","CARGO","EJECUTIVO","5015","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59418","CARGO","EJECUTIVO","5978","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59419","CARGO","EJECUTIVO","1888","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59420","CARGO","EJECUTIVO","5369","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59421","CARGO","EJECUTIVO","5979","Charge Back","253.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59422","CARGO","EJECUTIVO","5143","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59423","CARGO","EJECUTIVO","5750","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59424","CARGO","EJECUTIVO","5541","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59425","CARGO","EJECUTIVO","5575","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59426","CARGO","EJECUTIVO","4897","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59427","CARGO","EJECUTIVO","4533","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59428","CARGO","EJECUTIVO","5413","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59429","CARGO","EJECUTIVO","5211","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59430","CARGO","EJECUTIVO","4764","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"59431","CARGO","EJECUTIVO","5260","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60235","CARGO","GERENTE","5448","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60236","CARGO","GERENTE","3801","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60237","CARGO","GERENTE","5000","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60238","CARGO","GERENTE","4344","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60239","CARGO","GERENTE","1389","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60240","CARGO","GERENTE","4533","Charge Back","700.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60241","CARGO","GERENTE","2101","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60242","CARGO","GERENTE","2342","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60243","CARGO","GERENTE","1374","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60244","CARGO","GERENTE","5987","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60245","CARGO","GERENTE","3621","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60246","CARGO","GERENTE","5507","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60247","CARGO","GERENTE","5636","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60248","CARGO","GERENTE","4667","Charge Back","1000.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60249","CARGO","GERENTE","491","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60250","CARGO","GERENTE","5734","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60251","CARGO","GERENTE","3364","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60252","CARGO","GERENTE","4250","Charge Back","800.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60253","CARGO","GERENTE","4459","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60254","CARGO","GERENTE","4076","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60255","CARGO","GERENTE","2043","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60256","CARGO","GERENTE","456","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60257","CARGO","GERENTE","2702","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60258","CARGO","GERENTE","2766","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60259","CARGO","GERENTE","4765","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60260","CARGO","GERENTE","1374","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60261","CARGO","GERENTE","5321","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60262","CARGO","GERENTE","921","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60263","CARGO","GERENTE","4585","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60264","CARGO","GERENTE","599","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60265","CARGO","GERENTE","5422","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60266","CARGO","GERENTE","566","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60267","CARGO","GERENTE","4980","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60268","CARGO","GERENTE","3772","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60269","CARGO","GERENTE","1393","Charge Back","700.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60270","CARGO","GERENTE","4661","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60271","CARGO","GERENTE","5006","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60272","CARGO","GERENTE","5581","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60273","CARGO","GERENTE","5816","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60274","CARGO","GERENTE","519","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60275","CARGO","GERENTE","5326","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60276","CARGO","GERENTE","5448","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60277","CARGO","GERENTE","3801","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60278","CARGO","GERENTE","5000","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60279","CARGO","GERENTE","1389","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60280","CARGO","GERENTE","5636","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60281","CARGO","GERENTE","5612","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60282","CARGO","GERENTE","519","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60283","CARGO","GERENTE","2702","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60284","CARGO","GERENTE","491","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60285","CARGO","GERENTE","491","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60286","CARGO","GERENTE","4076","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60287","CARGO","GERENTE","4459","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60288","CARGO","GERENTE","2002","Charge Back","800.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60289","CARGO","GERENTE","4533","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60290","CARGO","GERENTE","5422","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60291","CARGO","GERENTE","2804","Charge Back","800.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60292","CARGO","GERENTE","5169","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60293","CARGO","GERENTE","599","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60294","CARGO","GERENTE","5608","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60295","CARGO","GERENTE","5485","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
"60296","CARGO","GERENTE","5612","Charge Back","0.00","109","2023-12-04 19:11:03","2023-12-04 19:11:03"
